id,previous_weight_lbs,current_weight_lbs,height_in,gender,score,photos,first_image_aspect_ratio
2hy0cf,196,155,68,false,79,yXWCuAp,1.0
2hx2ry,158,113,62,true,1525,zA8dVqc,1.0
2hwvac,375,275,73,false,100,"E3e2ZkP,ILqT9D1,eqzUI8T",0.98
2hwjj9,450,460,74,false,84,"xk7q1SE,szAlnKy",0.75
2hwbq5,227,161,64,true,140,I2sEZQj,1.24
2hw204,248,182,72,false,96,URn83a8,0.82
2hvi2z,238,162,67,true,1530,QsvrIjf,1.0
2hvi0h,120,180,70,false,65,lqdIawE,1.94
2hv82v,190,180,78,false,74,z3JKJN1,1.0
2hui4c,152,140,67,true,236,c29k0aI,0.72
2htkog,227,208,74,false,140,GC2q3by,0.74
2htiq4,130,100,59,true,1179,hvSnFTL,1.41
2hspco,299,239,69,true,361,xCaH9lI,1.0
2hryjp,238,162,67,true,1226,O0t22Va,0.73
2hq8zp,265,149,68,true,1922,"Xb7L3uh,GXd2lcR",0.97
2hq6xe,225,192,69,false,135,iuZ7Ds2,1.5
2hpdgb,330,230,73,false,142,SiM3JwX,1.5
2hoqqz,149,137,64,true,194,XJB2pwI,0.75
2ho5eg,233,211,67,true,298,"KAD8F18,MNv6hT6,yw84i53,HSW5Quv",0.75
2hmcul,258,199,70,true,1262,ZkxePcF,1.33
2hlfet,158,112,61,true,264,"OSaZUNu,CIyQrse",1.13
2hl3iw,265,235,73,false,70,KNEeNrW,0.74
2hl0p9,360,230,73,false,59,"NCN7Nzv,dQSykQ0",1.11
2ih0ez,146,137,66,false,45,"XLAcmK5,VT3tQZZ,9Lb251R",0.75
2igwkj,304,260,67,true,186,MQ2RtOV,1.0
2igmdy,215,180,72,false,121,"YSiD9nt,HFMNEUE",0.43
2iggny,253,225,73,false,50,e26c0Y4,1.0
2ifcvg,136,112,61,true,121,"tAkO6eP,Iw51puk,IpNhiWS,pHWOLjb,tl4qLfN,7xxiJQ6",0.27
2if25p,260,220,69,false,22,CnuQeoT,1.16
2ieeqe,238,168,62,true,347,jdjOaOS,1.0
2iecx3,240,175,72,false,250,NgRFW7G,0.99
2ie4uv,200,135,67,true,1703,y5bnrnw,1.49
2idykf,210,175,63,true,184,DB6VINq,1.0
2idxwh,266,166,62,true,792,"msWvo4H,SNuohE3,9rC4BRx,M2YWYLc,3biuTrO",0.88
2id6vt,195,182,68,false,195,XqRNYqv,0.75
2id2gk,146,131,60,true,512,Iv7sBCJ,4.0
2icof7,210,170,69,true,223,"Ex7hNtq,B5o35GB",1.0
2ichkg,220,184,67,true,89,qweAD5S,1.25
2icad7,220,182,73,true,268,Ur6EX7i,1.25
2ibu0d,105,156,69,false,73,"08jweIe,JuKGK8i,tmlJwjm,ahcEHDx,aCP8W9O,AjKKIGR,Ca3EFO9,2l8hq70,GhWpZJX",1.0
2ibjxk,235,187,69,false,72,SnV3Lv9,1.32
2ib9sx,243,200,76,false,36,"XoMiyuS,OUTf6Ue,xa9mDWk,PaGHzsY,DdQntb2,tNDmAsN,KGxwO3Z,XxCavZC,suhpl4f,t1K0FGn,WFebZKu,Pn5Pl8d,o7X0FLb,Ky2RJ75,UZmC6Hs,sSLmWpP,h1C4EBw,2mbGFY4,1PxP6n6,Vr0dp8h,lpMJyES,nMrMV52,iEcUUpV,U3HNpR4,ufV6NOg,l7nk2nd",0.56
2iacrx,230,190,67,true,65,VeNR6Ih,1.29
2ia68l,190,160,65,false,45,"LOuRfM1,DFcSI7b",0.35
2ia5co,155,127,67,true,114,XpY26Qy,3.17
2ia59h,209,151,66,true,140,"zaCpuvs,4tfYL4g",1.5
2i9xnb,178,163,63,true,1442,"r43AIqT,jbDG2ac",1.0
2i8qxd,220,198,72,false,102,sEIMJUN,1.0
2i8oth,210,182,70,false,27,axThznW,1.81
2i8ds2,229,154,67,true,444,"rFhskyc,sErFZ84",0.75
2i8cih,214,184,74,false,40,"gvhkAUl,wlnChlk",0.66
2i882d,240,185,65,true,700,kZ5hy4i,1.39
2i80gy,321,262,75,false,12,"USmevUB,QBKqH0S,R7wF9w3,ejqdOlt",0.57
2i7n5e,154,154,68,true,378,"kE8XeVo,C1e6gOt",1.05
2i7ibu,291,230,73,false,169,1ifUgmV,1.55
2i7hcz,309,209,74,false,128,Hztm0s2,1.8
2i7fwq,283,249,69,false,67,Qu1sG8e,0.61
2i795c,182,165,62,true,68,vpCAQbV,1.0
2i78ep,238,197,67,true,161,TWW5t5V,1.0
2i7195,161,197,73,false,212,SbOIswA,1.0
2i6gvw,215,170,67,true,166,U4W4XYx,1.0
2i62dd,327,226,72,false,2628,MZcK3SE,1.0
2i5ub1,201,156,72,false,50,"UNUWEIz,VgUBI96,N2H4ljS,aMhEq0X,j1kbKmr,5n7J98q,vFr6oSC,kbQs8Da",0.56
2i5sd2,172,152,62,true,263,fMOy03c,1.0
2i5ism,260,260,65,true,48,"p59vKp7,WAwo2Ox,GTSSMwM",1.0
2i58f0,243,179,63,true,180,"IXzKQxy,glGEg90,N4VZ5ay,pEqfbuu,4gxXlc6,fbJybqa,xjpHQln,uswP3lO",1.0
2i4v07,237,195,68,true,211,"fKae4OU,R3uRuai",1.0
2i4o1x,294,185,74,false,172,1EgEpzs,1.1
2i43cg,218,178,70,false,63,QoKnx0L,1.33
2i3gbb,234,197,61,true,55,vXzb4vj,1.44
2i3ed8,177,147,65,false,105,AVRo6Wk,1.5
2i3b3t,293,277,67,true,129,QgdF3Rk,1.0
2i35vy,297,286,65,true,136,"DEDne9B,3J5cEuq,aWw9CAc,VuxgBOF,U5IGm3u,t009wxs,ppP77mP",1.16
2i35vp,285,235,59,true,1864,M3smnk5,1.0
2izah0,200,195,73,false,13,WyNzWHL,0.94
2iyzjm,202,180,69,true,144,"bumGwyH,9ogOQqo,Aen9WjF,X2IehmX",1.05
2iy3qx,260,168,65,true,1583,8V5Szhz,1.0
2ix7jk,210,163,66,false,10,"yXfvR0B,RoNmuEf,h7lXk7L,1ZwaeuR,cp7W7xR",1.11
2ix4iv,220,187,73,false,38,0xZHN2l,0.75
2iwr6t,248,218,72,false,27,"GNQZCut,fhLEU42,pjPlnJk,uoq6Aeu",0.75
2iw4s7,196,159,66,false,55,zm2n3RR,1.79
2iw00f,260,205,73,false,92,6KFPU5R,1.0
2ivz28,278,190,69,false,51,VfMLc4o,1.0
2ivyir,165,170,66,true,681,2qUnWMK,1.29
2ivrq6,253,197,72,false,108,gh0nHct,1.68
2ivqsz,150,120,64,true,280,iPYuScU,1.09
2ivm4u,335,195,66,true,209,WYWjv6Q,0.77
2ivdqu,321,205,66,true,700,"e7iVWxX,OlwuhsI",1.0
2iuolu,245,145,68,true,580,"9nEETwC,jeEFQ4c,pu7Ba6q,Mu0WH3p",0.79
2iu3uh,170,180,66,true,42,"EHnAQiC,WDGfYVK,aAcrUNd,HvDUywl,6L69R3T,Pk8pQOW",1.5
2ityfa,123,118,66,true,415,7EEdSfR,1.0
2itx1v,195,160,72,false,121,"rPmyDZl,6HxuX08,gin5hUd",0.75
2itgjh,283,203,74,false,107,w1OLMzi,1.0
2it6lz,320,222,66,false,47,"g8mROYe,lOIgRZp,ODHvZkE,e2HzbYk,HA8kOas",1.58
2it6a1,165,144,65,true,370,pwpqfO1,1.0
2isvhq,273,220,69,false,150,swoi7XQ,1.33
2islxi,164,133,60,true,205,"khGZROR,RFitezk,SdkSocK",1.0
2irziw,197,181,68,true,91,V1hLtb3,1.17
2iri53,230,170,73,false,137,"PJ6ekwx,7Xi33UL,Sm49fIM,PwONozc,IiM1mRV,9LHMLZB,jiY8WQo,xCnzlry",0.75
2ire7c,172,142,68,true,558,KSYZzLu,1.13
2irc5n,270,238,71,false,60,"0JhdbwP,aCH84mp",0.75
2iqs0k,181,171,71,false,36,xoCA1E1,1.09
2ip3sp,145,125,66,false,13,q3L0huH,1.03
2iospv,310,190,68,false,111,"1UAIgQD,pvY2Zhj,CILQar5",0.75
2ion5e,250,170,72,false,129,Fkcgq9w,1.0
2iok4d,185,140,66,true,145,"Cz1Q12d,vfkL4sy",0.56
2iohda,215,160,67,false,732,ZgHhWOr,1.0
2iof4q,260,160,66,true,374,"4HAGB5T,h0HyfZt,DZFWe2R",0.6
2iocr1,160,170,67,true,99,"URl9PNP,Pb0GF6i,VC5KPIz,BSjriHO,PAtTAbp,AQaPaJZ",0.82
2iocb1,205,170,71,false,81,hBvPsfE,1.13
2io1hv,185,160,63,true,2020,"mmHMTY2,Jp29UMK,l0JINDN",1.0
2inuhn,250,200,72,false,101,Gxlaem9,1.39
2inu0n,315,220,71,false,186,AqiF8OA,1.46
2imadc,135,123,62,true,150,"HV2olVi,yzDOVjD,6zJJmAs",1.0
2im1ko,260,243,69,true,153,T6jVZUw,1.0
2ildq6,250,194,63,true,570,KZ9SoVQ,1.0
2il197,204,189,67,false,34,"kiuIpTk,kQ3ByKN",0.56
2ikgxe,127,127,68,false,205,"v9nIMJ2,pEgaoy2",0.52
2ijr5v,215,193,60,true,293,NOwA10O,1.0
2ijqro,262,220,67,false,66,PBhgzzu,1.0
2iih8l,320,213,70,false,354,ivL7N8d,1.07
2ii1cv,291,205,77,false,123,ChH8eF6,1.0
2ii121,365,220,75,false,48,BWQAQJ2,1.11
2jgq8q,217,170,71,false,117,ttvh931,1.0
2jfzj9,217,170,71,false,82,7HD1ptr,1.0
2jf8at,148,118,63,true,1124,"jJHr1RA,AvD9Ouj,uS8OtAn,qhMN4tO,vP0iHTa",0.7
2jezdp,139,156,70,false,69,9X64gAp,1.0
2jeg4e,295,255,73,false,66,plOG7St,1.0
2jdscp,200,167,67,true,85,"QGfNsIj,kzT9Wcl,38JG5BC,UJUgIFi,XNTjkVZ,CTXz5CK",5.0
2jdn8p,310,280,67,false,117,2uCEN8U,2.78
2jdmme,216,166,70,false,719,QdbZFxU,1.0
2jdfdb,300,220,74,false,187,"XKhchQF,nUEDwHV,D66Hq77,ilWNfPf",0.7
2jdbvp,171,141,69,false,41,DW0uBvw,3.68
2jcf2k,285,195,77,false,77,Q1rVb3i,1.0
2jbjdx,155,185,73,false,132,gTsUbJY,1.05
2jaqpi,180,147,63,true,218,YVKAPTD,1.0
2jan3d,235,198,75,false,88,ktzgrC2,1.4
2jac7m,245,175,70,false,195,p0r2JQZ,1.5
2ja8z0,230,175,71,false,59,1dOH1mQ,1.0
2j9gb8,365,192,66,false,1217,ECtr2NG,1.36
2j9g1n,120,130,63,true,46,"aKx6ZJl,jL2MUpz",1.25
2j914s,249,165,68,false,91,"6blo2NH,e8FsJpj",1.0
2j8zf3,195,175,70,false,59,niGfxS8,4.69
2j8we2,158,132,63,true,150,"XPpauCJ,zJOIfDJ,YLzIs8h,ZooRRJX,5nFOq49,NiQ7EjL,M6P0c29,36Xz4G8,au8Ydzt,7PeqHzf,2sbwcNJ,Y8Clbpi",0.75
2j8ucc,160,145,63,true,190,bySp9Rvh,1.0
2j8cwn,181,146,67,true,158,XLfBzYl,1.0
2j7pb7,209,209,70,false,44,"nD8lU7a,6uDYe8u",1.5
2j7huh,330,215,77,false,142,JepBHxk,1.3
2j6s12,210,185,73,false,40,62CqQlO,1.26
2j6kr3,215,195,73,false,58,JR0Qfno,3.02
2j61cu,350,238,71,false,171,jQLxpHq,1.0
2j5rbe,162,171,74,false,16,"8WqWVV3,lvmtNm3,HwUDdEP,J0QHzxR,6Hk01wX,lvmtNm3,J0QHzxR,8WqWVV3,HwUDdEP",0.75
2j5nef,165,153,63,true,236,mEDMikn,1.79
2j5a7s,315,200,73,false,2180,2mkjj4Z,1.0
2j54gl,215,172,70,false,222,qaYDvKD,1.19
2j53wx,397,318,73,false,44,XrPLJEV,1.86
2j48xk,220,185,73,false,74,"0AJkqy6,ESwzVRw",1.5
2j3g3m,258,157,72,false,83,WGnY5o9,1.0
2j346b,169,178,72,false,19,"oknKGVS,tiQ8UPo,AR76yed,CZRr233,CBeT0ry,2ULBb0S,FMwBY3Y,HaE2uzN",1.76
2j2rcl,270,253,68,false,32,TpkuXPV,1.75
2j2qby,208,179,71,false,35,"rCyjueI,KKgcDfE,uyUeEA1,n8spZ1m",0.56
2j2gac,125,156,69,false,61,"OIijeWK,Jbz5DMc,fqIs2hY,k18Cr0r,LtsZMwS,3Jj8P2h,oqoDsAP",0.75
2j1q6d,150,118,62,true,425,"9FlIakR,f9tqCti,WRadJY1",1.0
2j14mz,249,213,68,false,217,8fgMDDe,1.87
2izyqr,188,159,67,false,122,"GldS6uq,sObcxH5,TSiewJs",0.75
2izxyi,265,232,63,true,198,"getKyPn,8dwmssS",0.34
2izt0z,190,173,69,false,364,lfvbpGJ,1.0
2izkkj,154,143,65,true,101,unV1ymw,0.89
2jxebq,192,117,67,true,277,"ELvjno8,xOeeYK9,nqqsAav,cjgjjBI,iDAHrRL,EGFrxRc,1lRSc4b",0.41
2jwmdo,215,157,66,false,124,"MPCjler,D5dlZtS,8otoE8g,GKweq3x,ZLpTeUe,IT6LqDA,f9zQV5G,8Z08Sj6,OE8DPw0,9qgD38v,2O6g1PB,g5fsqAi",0.57
2jwb4g,223,198,71,false,1202,06ItBu6,1.0
2jw34a,225,185,73,false,108,2eQFAMh,1.38
2jvxua,226,169,69,true,196,4K96XFz,1.0
2jvdw7,327,200,70,false,105,lYGRREB,1.0
2jv3ya,275,190,64,true,187,"Itet1vC,Rym6U98,6N2MJx1",0.75
2jus62,225,165,69,false,47,"6gJx0gu,UQ2GfHa,76KKstw",0.56
2jumbc,185,170,72,false,82,kxUxyUE,1.13
2juhrv,180,148,68,false,34,"tidZkBX,5Uo0TKd",0.67
2ju0s4,136,145,69,false,22,"DwamS6d,BNCViM6,LbmLvMO,u9okhgq,bO0wmBW,Qm0EPNc,tWkpsyG,vT74njb,Ndcpwjk,MPvJQ9F,peuDkz6,JuHE4aM,uAmwfdj,wZpSYCI,uAuzgMb,PQUfkIW,OSmFHO1,ECpTEa3",1.68
2jtx5o,160,148,62,true,92,w98BFUU,1.0
2jt777,257,192,75,false,92,VO2KXG5,1.0
2jsnr2,185,155,68,false,225,NxNjIiu,1.44
2jraci,157,170,70,false,45,"fA2mkfT,2g4ekz4",0.75
2jqs4b,242,160,66,true,2266,"qMy23cl,0mIQSLt,Ztexk6c,TGy0MAH",0.52
2jqqay,225,187,71,false,65,YIzpqqA,0.85
2jqgtp,256,232,67,true,75,QcycXL7,2.11
2jpm2b,193,180,71,false,78,"fOYg0uT,dy80LvW,feRW0NO,R9KPa8S,wXyEnjv,LJfAfwI",0.75
2jpldk,255,210,70,true,216,icxbzNO,1.0
2jp8cr,215,160,66,false,1425,UllaHXN,1.5
2joz1u,160,140,61,true,1454,x4Bqf8u,1.0
2jovye,220,170,67,false,179,cC5xJL7,1.0
2joekr,275,190,70,false,170,BOIFxBy,2.33
2jo8n3,208,170,67,true,66,"SXXnRdk,NJYPihE",1.0
2jo3xr,210,175,67,true,199,O3GYXHc,1.33
2jnyup,220,153,62,true,340,inngHVG,0.56
2jnx4b,190,135,64,true,189,"yoazFkm,i8Zteuw,BkXbfnZ",0.67
2jnq1v,251,173,72,false,111,"b7LCtBq,sISNRMd,IWrwYNs,5dFWQpY,9qmlO4D,7AcqflC",1.31
2jn52s,157,172,71,false,95,tZr5FLW,1.0
2jn0bd,279,236,69,false,72,Fp9JRp9,1.0
2jmyy8,297,220,72,false,75,GbQS7ev,1.28
2jmy9m,380,240,76,false,33,IwqYQIm,1.05
2jm94r,300,250,78,false,47,LOSkAZ1,1.0
2jly5p,285,195,75,false,250,DUpnclf,2.74
2jlm5v,174,131,61,true,992,0kH7mqj,1.73
2jljii,300,165,71,false,91,"SD8DYBu,SKySmOF,kNT5QEd",1.33
2jlhdz,196,126,64,true,482,avd8A47,1.0
2jl0pq,260,185,68,false,100,"cN8rDKe,i2J6eW9,sMGHJ5a,ArSu478,5sHOj41",0.75
2jl0ab,100,114,66,false,0,yVweM4p,1.35
2jkvpr,245,245,70,false,142,"YPPJ62x,HPFxVGC,PXey8hS,ODkiGoM,aFC08pf,utwp48N,bJPwcAb",1.33
2jkrnn,323,283,72,false,47,hsplryF,1.0
2jkjfz,215,193,70,false,67,N88zM5c,1.41
2jjbfa,375,330,75,false,83,lfK0Yyr,1.32
2jical,191,170,72,false,254,QUblCCg,2.04
2jhukf,210,163,68,false,94,"yAN62U3,SIIBJm5,989gZ6Y,YzB9nwh,w6Ysgz0,7CVFTcf,uoECl4X,2b86OG9",0.75
2jhqwo,148,142,73,true,348,mWWMVWk,1.0
2jhpj5,210,185,72,false,59,xM0liNq,1.0
2jhd1n,230,140,68,false,305,UNeH8IP,1.02
2jhb97,180,158,67,true,192,"vy5UZOe,IF15gEP,fJODfe1,HluyFjT,WBeJB0D",1.78
2jh9qz,225,190,68,true,498,"wPKwc,vUcBg7G,etx9uHb,BqRR4Yx",0.75
2jgtix,280,340,75,false,469,QSq4bST,1.0
2ke6rp,270,190,72,false,55,"ksaoQpg,TOasQu9",0.75
2kdcpb,134,110,61,true,89,SxP7bR0,1.32
2kcd4x,180,150,67,true,249,iwCK8Ht,1.0
2kc89p,220,169,63,true,168,murbbeb,1.37
2kb81w,252,167,68,true,1625,Hj8BdS9,1.3
2kb2jo,125,191,68,false,35,"6O2UJ2J,9mwKdpo",0.56
2kb1p6,134,110,61,true,571,v0TJe8T,3.1
2kaj0w,263,228,69,true,202,MkVaShL,1.0
2ka4c2,236,191,71,false,607,SlBI3EE,1.48
2k9vt5,240,196,76,false,55,"3Fzd27l,FPDEN3V,AzAIGvb",3.18
2k9tim,280,195,73,false,123,"CrjcSL4,OFkWlCx,4LBhXFH,SRKN4Kk,qMVcscz,uMvFzVh,MaVWePE",0.75
2k9ldu,191,184,72,false,17,"KyPq44B,5Mdbf7A,H751w5g",0.85
2k99py,231,156,69,false,151,bhsuQ7f,1.52
2k8qs0,254,222,73,false,36,tStaJzM,0.93
2k8e57,240,155,71,false,56,Cgc9sl0,4.74
2k7t6l,248,196,75,false,156,"8kLt9S9,Nte15uI,BqhcyMo,Zj0YMNk,MYm85oG",1.78
2k7cr5,240,185,72,false,208,6YNN3ya,1.39
2k74qu,430,403,72,false,107,"lDSeie6,zRfL1tT",0.6
2k6gym,170,165,73,false,54,"Nn0P8P1,I1UeA6w",0.75
2k66u0,142,145,66,true,787,mwTtSvr,1.0
2k62xo,230,144,68,false,144,"zjGP3nP,I5Rv6aR,8FnSSMK,nt6RW2R,E0WQSz0,2Djkx5f,hauOhK3,hJKuJKK,bUV3QIk,hPkMPRB",1.34
2k62at,252,195,75,false,235,yM6JS6d,1.0
2k5b4r,260,195,75,false,178,7RilqLl,1.4
2k5204,275,233,72,true,65,BIYBSFF,1.49
2k4zno,254,193,71,false,987,"6M3hlAu,NaZDN9k",1.18
2k4mzp,375,240,67,true,64,43kxHig,1.38
2k4bzk,240,150,68,true,278,tnScnL2,7.56
2k3voa,225,175,66,true,371,gH7JCvU,1.46
2k3d1d,145,130,67,true,1172,WjfKhd0,1.0
2k2xqf,171,154,70,true,191,ATCKoVi,1.02
2k18m7,221,185,66,true,70,9E1SM1d,1.6
2k0y0v,260,160,66,true,449,"NWJvMAx,Nb2BJh9,TqsuDG5",1.0
2k0o2w,310,178,74,false,919,qi9UZ5i,1.0
2k09ul,222,181,65,true,147,"AgA2wyO,lvNCbDX",2.0
2jzouz,128,169,67,false,363,XK0qmdW,1.7
2jykh9,231,204,73,false,44,"Fdx6tuw,xVjnKlD",0.75
2jxzao,265,205,68,false,965,"xVeWyIp,PV56t5o,7Fmdsmd,epPJlCm,7zAczwF,nfOlVXK,phcyPQC,cvmQapy,2GktG5Y,rQbZSiv,hEK8W9y,vkKZVU0",1.34
2jxyyg,145,160,73,false,132,"9eT1P0z,0Wzncj7,IgQtbqq,2aeFtz6,ZmLB3At,dKv8fQM",0.75
2kxcat,227,182,73,false,1199,ZHsUsC4,1.0
2kvsfe,209,175,69,false,43,"Pwy4l0m,z4sjPvI",0.75
2kvci7,170,180,66,true,47,"EHnAQiC,WDGfYVK,aAcrUNd,HvDUywl,6L69R3T,Pk8pQOW,6L69R3T",1.5
2kuyad,205,135,63,true,235,ry7ZZ2J,1.0
2ku6um,225,173,72,false,40,"OurR46E,Z3nhskl,UgjLusF",0.56
2ku3r7,245,210,71,false,43,78AxmXZ,1.0
2ktm08,130,220,72,false,325,LESpRmG,1.0
2ktl9s,223,175,70,false,120,B0gjRaw,1.01
2ktfow,165,143,66,true,374,"FhWNqC0,Z1wRiaO",0.56
2ktfdv,206,186,63,true,232,6zXD1Wa,1.49
2kt5gf,187,154,63,true,77,"OhnKAQI,a50WhGm",0.56
2kszt3,235,175,73,false,24,0CDe5F3,1.0
2ks5kf,130,113,62,true,1088,Gn9hG1G,1.0
2krzrh,330,267,73,false,64,"c6zFmvh,BGD0OqD,azsAMIZ,INHvSlc,nnFZDQY,7MJwI3t,WS3wnkn,e6mWfzk,KX33jW1,nK3D8mH,7FFMNDK,LBBa3Q1,q4McJn5,3fTNF1V,e586HwA,iDotjac,lG0QoUq,E23UR1W,qZEi8rE,xDWI3qx,njsLDwg,QLvmGk5,EanQGfJ,6fIJ6Ao,459JDJf,NV1Zx11,Cgz2WRF,LZfiLz0,aeZp9Xa,eOG7QLu,YWHRYiT,Oyie0fV,MqLvOTw,olq6zp2,PDhuaaj,RNExK3z,T2bEA2E,2jO67tr,VyYP5dP,x8iRJ4E,LQQZ9lj,q7HSPhH,FhiBzvj,zjYC2Py,vqagnAb,yYGQMQh,C81tD4W,fn8E7aR,ulGYxJP,lyItX8R,8Qy5tWS,oOm9UD3,NsVqyi4,phurBou,41dSprK,wj3silY,f5kact8,oX7r4Wh,Ppuwfab,cSVkyBF,ixOE1v8,DiS6alU,R6w8LHc,KFJ8PTT,DLaCVzS,ZW5STt9,g4BRsSz,ZA19ykR,5rnJSCP,iqyebkC,YRwRyMH,LqzUAs8,uGYTlMg,LYQmBEN,4OETby1,2LQ6D7Q,evtQgKQ,vutdq7O,g2cu3G5,ifYSyam,YYKxNzv,XNvUeWh,CcklpRc,5r2jjPb,QSldQeo,hvE8Sjy,8lmkbt7,OAVc8Xt,axQoNcD,Pq9smGx,PCEEBKB,DaLxC07,c01Y8fr,K0354RN,bEitStO,d0RseLc,NMwiCfY,S71rkYD,0MpMY6B,takOE73",1.73
2kr75x,235,180,67,true,96,w6RbS9W,1.0
2kr0g3,206,174,67,true,108,K9EoIgm,1.0
2kqsau,230,167,67,true,233,FsVxrpm,1.0
2kqrzo,188,180,67,false,20,ZB4lf8R,1.5
2kqdr6,225,185,67,false,58,vjjgDUK,0.74
2kq8cd,105,120,65,true,501,"9qFkBNC,soVsSHW",1.33
2kpzq7,297,257,71,true,76,vY69RYT,1.0
2kpo2e,230,210,75,false,58,F3Ge3Mp,1.0
2kov49,134,134,62,true,53,1xOG8ra,1.0
2koo4q,174,156,72,true,355,ttSs1sX,1.34
2kojfm,310,187,72,false,253,FYHSLBk,0.77
2kog8d,387,295,77,false,138,tIUrf6J,1.46
2kno78,255,210,63,true,72,tTgvezy,0.37
2kngbx,206,190,64,true,76,"TGWUE2z,eehqzdC",0.87
2knbvo,222,154,70,true,605,"OQRFNFR,NXl5baq",0.75
2knbq8,290,195,73,false,108,33UvXb6,1.0
2knak2,260,220,70,true,72,fUQmNNs,1.39
2kn8e3,235,175,72,false,48,DLbz48c,1.43
2kn6jy,215,155,70,false,26,"iNrLooA,iQ056FU",0.75
2kn5t9,142,166,70,false,50,"dnCEIcA,5ugYePo",1.33
2kn2sc,205,164,69,true,66,5gH2Z6D,1.0
2kn1ns,285,219,72,false,86,"MAnNxOB,726VGJz",0.7
2kmxz0,135,135,67,false,195,v1uTMxQ,1.08
2kmjsk,275,180,68,true,1771,nzg0hEW,1.34
2kld2g,165,149,67,false,70,"SWdCd62,clFrYoV,uKC086b,0SD9CHS",1.0
2kkd7h,145,139,67,true,97,"KIVNtvJ,Gn1B6xm",1.78
2kk9ps,255,215,77,false,106,UXZWMXS,1.0
2kk445,180,165,70,false,48,"GMR8gPI,IFgBTWN",0.65
2kjg2x,250,210,67,true,66,HmQzQHj,1.0
2kjcbx,285,205,67,true,85,6zeU18E,1.0
2kivwb,180,144,70,false,84,"uGJrZdp,ONhkIAP,4EZl832,jkprP57,evgBiZ1,tASaXAF,fPox7B7,VWBOQ2p",0.75
2kirqa,235,209,70,false,35,"4Z1J1B5,L32XQd7",0.56
2ki9qu,314,214,71,false,209,TqnKcBj,1.0
2ki6jo,165,135,62,true,427,"C1ZnOTA,6wGreun,JkMifKE,2Tkep49,93o4FX3,0A84hAP",1.13
2ki2o3,375,305,69,false,72,T7CTm4x,1.0
2khxue,158,136,64,true,1250,CZb70JC,1.0
2kh10t,243,183,71,false,409,"pSgg8BB,gr65EPD,QB6fezM,pFJYEyR",2.6
2kg8rm,180,173,68,true,121,PIduC2G,0.79
2kex0m,158,111,61,true,146,"8nBvsWp,CJOOe8r",1.13
2lejl4,182,142,66,false,30,"0XVYNed,ymnxX4m,d9uOBay,XKotD0J,sQH2ASe,R84gJJA,HwzR2Ve",0.75
2leddx,198,148,63,true,259,"BlG3xnm,6J32spA,zO8F2HD,pLBZRIL",0.98
2ldchy,400,175,72,false,354,"o7XGi7E,KziO2yW",1.31
2ldc9b,387,287,72,false,132,Djkfswh,1.0
2ld84c,145,120,62,true,2054,5rMT8dU,1.0
2lcyap,200,140,69,false,56,WxqVuVQ,1.0
2lcsl0,158,176,64,true,114,ggHpJZe,1.0
2lbmup,189,156,64,true,145,"RLRxI0E,9FvV0rT,GRsrcw7,ogb6vq0",1.0
2lbdds,230,160,63,true,287,iqQRDTA,1.25
2lbbdz,155,165,68,false,42,"2sxRqeF,DCQ1RzS",0.75
2laz73,245,205,70,false,36,KvMN74i,1.33
2lat41,280,280,73,false,19,"lzvjuwN,bpcd5Xm",0.56
2lad7h,198,155,67,true,321,"RvywFtY,qqTBZJ7",0.75
2labtr,185,180,72,false,53,Rhy4fLN,1.0
2l98pv,170,127,65,true,0,vNPTtiR,0.56
2l8aj5,210,160,67,false,77,a9CFjnf,2.69
2l87o6,225,155,67,false,54,"2KrszP9,ZC8VQGR,rkdeZ6g",0.75
2l86nr,180,130,67,false,34,KxohcWt,1.0
2l7uxq,182,169,64,true,137,Pse1Bl9,0.69
2l7uf1,200,180,72,false,88,uzKyVFc,1.0
2l70rs,233,182,67,true,158,nfkrX29,2.23
2l6r97,255,175,69,true,1384,S1yt6YH,0.56
2l6dmp,183,172,68,true,178,"iaTgjbO,h6BZCWO",1.0
2l67h4,158,148,65,true,145,Q9M8GeC,1.0
2l4m4f,224,158,69,false,146,9z526FK,1.04
2l3xly,160,148,66,true,78,QtBvMQb,1.07
2l31x8,209,161,71,false,65,"K50xkpg,1YCQiwJ,ibJFWlL",0.75
2l2y7l,259,147,61,true,258,ZW2NwrT,1.0
2l2s6o,195,187,68,false,89,"tNHsPEH,QDUBuWb,VZQOxHw,0q6zpDL,FG40YW5",1.33
2l2l8e,215,148,70,false,1049,gYVNT9b,1.0
2l2jl4,325,263,74,false,60,fEDNMGb,1.5
2l2f6t,230,195,74,false,160,hkWBGvx,0.98
2l1a73,265,225,73,false,48,GNabUMs,0.7
2l0y3v,262,214,64,true,510,5wPolIx,1.0
2l0vue,252,167,68,true,1497,ZmrMC5q,0.97
2l0tz4,221,147,64,true,230,wIi8Dxk,1.0
2l0me9,139,175,71,false,111,UbYRuzY,1.02
2l0akp,270,170,72,true,279,"h9rQ7mE,vqy8u1Y",1.78
2kzl76,180,160,73,false,483,jS669bX,1.23
2kyfwl,429,349,66,false,154,hNNFPNV,2.04
2kxvh2,170,180,66,true,48,"EHnAQiC,WDGfYVK,aAcrUNd,HvDUywl,6L69R3T,Pk8pQOW",1.5
2lwinx,166,154,62,true,366,GNURzL7,1.0
